# Helper Methods called multiple times: 1695
Helper Method Class: com.helger.commons.io.stream.NonClosingInputStream, Helper Method name: void close()
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testGetLanguage()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.country.CountryCacheTest, method: void testGetCountry()
Helper Method Class: com.helger.commons.system.SystemProperties, Helper Method name: com.helger.commons.state.EChange setPropertyValue(java.lang.String,java.lang.String)
	Called from: com.helger.commons.system.SystemPropertiesTest, method: void testRemove()
	Called from: com.helger.commons.system.SystemPropertiesTest, method: void testRemove()
	Called from: com.helger.commons.system.SystemPropertiesTest, method: void testRemove()
Helper Method Class: com.helger.commons.mutable.MutableInt, Helper Method name: int inc(int)
	Called from: com.helger.commons.mutable.MutableIntTest, method: void testMutableInt()
	Called from: com.helger.commons.mutable.MutableIntTest, method: void testMutableInt()
Helper Method Class: com.helger.commons.csv.CSVParser, Helper Method name: com.helger.commons.collection.impl.ICommonsList parseLineMulti(java.lang.String)
	Called from: com.helger.commons.csv.CSVParserTest, method: void parseQuotedQuoteCharacters()
	Called from: com.helger.commons.csv.CSVParserTest, method: void returnPendingIfNullIsPassedIntoParseLineMulti()
	Called from: com.helger.commons.csv.CSVParserTest, method: void returnPendingIfNullIsPassedIntoParseLineMulti()
	Called from: com.helger.commons.csv.CSVParserTest, method: void pendingIsClearedAfterCallToParseLine()
	Called from: com.helger.commons.csv.CSVParserTest, method: void parseLineMultiAllowsQuotesAcrossMultipleLines()
	Called from: com.helger.commons.csv.CSVParserTest, method: void parseLineMultiAllowsQuotesAcrossMultipleLines()
Helper Method Class: com.helger.commons.datetime.PDTFormatPatterns, Helper Method name: java.lang.String getDefaultPatternTime(java.util.Locale)
	Called from: com.helger.commons.datetime.PDTFormatPatternsTest, method: void testGetPattern()
	Called from: com.helger.commons.datetime.PDTFormatPatternsTest, method: void testGetPattern()
Helper Method Class: com.helger.commons.io.stream.LoggingReader, Helper Method name: long skip(long)
	Called from: com.helger.commons.io.stream.WrappedReaderTest, method: void testAll()
	Called from: com.helger.commons.io.stream.WrappedReaderTest, method: void testAll()
	Called from: com.helger.commons.io.stream.WrappedReaderTest, method: void testAll()
Helper Method Class: com.helger.commons.io.stream.NonClosingInputStreamTest$MockCloseCountingInputStream, Helper Method name: int getCloseCount()
	Called from: com.helger.commons.io.stream.NonClosingInputStreamTest, method: void testClosing()
	Called from: com.helger.commons.io.stream.NonClosingInputStreamTest, method: void testNonClosing()
Helper Method Class: com.helger.commons.statistics.StatisticsHandlerSize, Helper Method name: void addSize(long)
	Called from: com.helger.commons.statistics.StatisticsHandlerSizeTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerSizeTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerSizeTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerSizeTest, method: void testAll()
Helper Method Class: com.helger.commons.hierarchy.ChildrenProviderHasChildrenWithID, Helper Method name: com.helger.commons.hierarchy.IHasChildren getChildWithID(com.helger.commons.hierarchy.IHasChildren,java.lang.Object)
	Called from: com.helger.commons.hierarchy.ChildrenProviderHasChildrenWithIDTest, method: void testAll()
	Called from: com.helger.commons.hierarchy.ChildrenProviderHasChildrenWithIDTest, method: void testAll()
Helper Method Class: com.helger.commons.lang.ClassHelper, Helper Method name: java.lang.String getClassLocalName(java.lang.Object)
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testGetClassLocalNameClassOfQ()
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testGetClassLocalNameClassOfQ()
Helper Method Class: com.helger.commons.string.util.StringScanner, Helper Method name: int getRemainingChars()
	Called from: com.helger.commons.string.util.StringScannerTest, method: void testAll()
	Called from: com.helger.commons.string.util.StringScannerTest, method: void testAll()
	Called from: com.helger.commons.string.util.StringScannerTest, method: void testAll()
	Called from: com.helger.commons.string.util.StringScannerTest, method: void testAll()
Helper Method Class: com.helger.commons.url.URLParameterList, Helper Method name: java.lang.String getFirstParamValue(java.lang.String)
	Called from: com.helger.commons.url.URLHelperTest, method: void testGetURLData()
	Called from: com.helger.commons.url.URLHelperTest, method: void testGetURLData()
	Called from: com.helger.commons.url.URLHelperTest, method: void testGetURLData()
	Called from: com.helger.commons.url.URLHelperTest, method: void testGetURLData()
	Called from: com.helger.commons.url.URLHelperTest, method: void testGetURLData()
Helper Method Class: com.helger.commons.regex.RegExHelper, Helper Method name: java.lang.String getAsIdentifier(java.lang.String,char)
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testMakeIdentifier()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testMakeIdentifier()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testMakeIdentifier()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testMakeIdentifier()
Helper Method Class: com.helger.commons.math.RoundHelper, Helper Method name: double getRoundedEvenExp(double,int)
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedEvenExp()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedEvenExp()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedEvenExp()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedEvenExp()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedEvenExp()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedEvenExp()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedEvenExp()
Helper Method Class: com.helger.commons.aggregate.IAggregatorTest$getFirstElement__154, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseLast()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseLast()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseLast()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseFirst()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseFirst()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseFirst()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.io.streamprovider.ByteArrayOutputStreamProvider, Helper Method name: java.lang.String getAsString(java.nio.charset.Charset)
	Called from: com.helger.commons.io.streamprovider.ByteArrayOutputStreamProviderTest, method: void testSimple()
	Called from: com.helger.commons.io.streamprovider.ByteArrayOutputStreamProviderTest, method: void testSimple()
Helper Method Class: com.helger.commons.version.VersionRange, Helper Method name: com.helger.commons.version.Version getFloorVersion()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
Helper Method Class: com.helger.commons.statistics.StatisticsManager, Helper Method name: com.helger.commons.statistics.IMutableStatisticsHandlerKeyedTimer getKeyedTimerHandler(java.lang.String)
	Called from: com.helger.commons.statistics.StatisticsManagerTest, method: void testKeyedTimerHandler()
	Called from: com.helger.commons.statistics.StatisticsManagerTest, method: void testKeyedTimerHandler()
Helper Method Class: com.helger.commons.io.file.FileOperationManager, Helper Method name: com.helger.commons.io.file.FileIOError createDirRecursiveIfNotExisting(java.io.File)
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
Helper Method Class: com.helger.commons.type.ObjectType, Helper Method name: int compareTo(com.helger.commons.type.ObjectType)
	Called from: com.helger.commons.type.ObjectTypeTest, method: void testAll()
	Called from: com.helger.commons.type.ObjectTypeTest, method: void testAll()
	Called from: com.helger.commons.type.ObjectTypeTest, method: void testAll()
Helper Method Class: com.helger.commons.math.MathHelper, Helper Method name: int getIntDividedCeil(int,int)
	Called from: com.helger.commons.math.MathHelperTest, method: void testIntDivide()
